,page,job_id,title,role_id,listing_date,teaser,classification,subClassification,workType,location,suburbWhereValue,salary,companyName,company_advertiser,isPrivateAdvertiser
314,15,53899000,Test Analyst - Multiple Opportunities,testing-analyst,2021-09-13T23:51:44Z,"We are in growth mode and it's exciting.  We are looking for great people who enjoy working in a fast paced, agile environment.",Information & Communication Technology,Testing & Quality Assurance,Full Time,Adelaide,Adelaide SA 5000,,Humm Group,Humm Group Limited,False
315,15,53898919,Test Analyst - Multiple Opportunities,testing-analyst,2021-09-13T23:48:44Z,"We are in growth mode and it's exciting.  We are looking for great people who enjoy working in a fast paced, agile environment.",Information & Communication Technology,Testing & Quality Assurance,Full Time,Adelaide,Adelaide SA 5000,,Humm Group,Humm Group Limited,False
316,15,54291703,Consultant: Workplace Transformation,consultant,2021-10-11T01:30:32Z,"Joining the people team at UniSA, you will be able to make a direct and significant impact to our University’s most important asset, our people",Human Resources & Recruitment,Consulting & Generalist HR,Full Time,Adelaide,Adelaide SA 5000,"Commencement Salary: $90,234 pa (plus 17% super)",University of South Australia,University of South Australia,False
317,15,53909300,Test Analyst,testing-analyst,2021-09-14T05:35:20Z,We are growing our team and looking to engage multiple Test Analysts to support our transformation project,Information & Communication Technology,Testing & Quality Assurance,Full Time,Adelaide,,,Greater Bank,Greater Bank Limited,False
318,15,54215767,"Senior Advisory, Treasury Services",,2021-10-05T23:07:01Z,SAFA is seeking someone with significant experience in undertaking financial analysis to assist with the delivery of SAFA’s ESG Framework.,Banking & Financial Services,Treasury,Contract/Temp,Adelaide,Adelaide SA 5000,,Department of Treasury & Finance SA,Department of Treasury and Finance,False
319,15,54149111,Sales and Inventory Specialist,inventory-specialist,2021-09-30T06:00:12Z,"Participate in new implementations, developed with the latest technology and tools",Information & Communication Technology,Consultants,Full Time,Adelaide,Adelaide SA 5000,Good work/life balance,GFG Alliance,GFG Alliance,False
320,15,54274926,Project Officer: Defence and Space,project-officer,2021-10-08T06:30:29Z,A key support role to deliver a University wide strategy for the delivery of research & education outcomes in defence & space sectors.,Government & Defence,Other,Full Time,Adelaide,,,University of South Australia,University of South Australia,False
321,15,54287023,Groundwater Hydrologist,hydrologist,2021-10-10T23:00:12Z,"Excellent ongoing opportunity for a Hydrologist or Groundwater Modeller to join CSIRO's dynamic, multidisciplinary team of research scientists!",Government & Defence,Government - Federal,Full Time,Adelaide,Adelaide SA 5000,"AU$87,068 to AU$98,504 pa + up to 15.4% super",CSIRO,CSIRO,False
322,15,53957820,Graduate Animal Technical Research Officer,research-officer,2021-09-17T00:36:48Z,SunPork Group is excited to launch our newly developed Graduate Program launching in Jan 2022 which aims to invest in developing the next generation,Science & Technology,Other,Full Time,Adelaide,Gawler SA 5118,"$60,000 - $69,999",The Sunpork Group,Sunpork Consolidated Pty Ltd,False
323,15,54275422,Part-Time Customer Service Positions  - School Hours!,customer-service-representative-csr,2021-10-08T06:46:19Z,"Datacom is growing! As a result, we are currently hiring Customer Support roles on a part-time basis 22.5hrs - 25hrs / Monday to Friday.",Hospitality & Tourism,Other,Part Time,Adelaide,Modbury SA 5092,Base Salary + Super + Employee Benefits,Datacom,Datacom,False
324,15,54156766,Centre Manager- Advanced Defence Research in Robotics and Autonomous Systems,centre-manager,2021-09-30T23:17:36Z,Take on the responsibility of linking key institutions so as to provide a means for Defence researchers to engage and collaborate with academia.,Education & Training,Other,Full Time,Adelaide,,An attractive remuneration package,The University of Adelaide,The University of Adelaide,False
325,15,54295849,Senior Consultant: People Central,consultant,2021-10-11T03:30:31Z,"Joining the people team at UniSA, you will be able to make a direct and significant impact to our University’s most important asset, our people.",Education & Training,Other,Full Time,Adelaide,Adelaide SA 5000,"Commencing salary: $90,234 pa plus 17% super",University of South Australia,University of South Australia,False
326,15,54215846,"Corporate Services, APS 6 and EL 1",,2021-10-05T23:09:51Z,We are seeking applications from candidates with a strong background in procurement and financial policy to fill two key roles.,Accounting,Management Accounting & Budgeting,Full Time,Adelaide,Adelaide SA 5000,"$87,040 - $94,391","Australian Department of Industry, Science, Energy and Resources","Department of Industry, Science, Energy and Resources",False
327,15,54189312,APS 6 Payments Performance,,2021-10-04T06:02:06Z,Drive social and economic reform nationally,Community Services & Development,Aged & Disability Support,Full Time,Adelaide,Adelaide SA 5000,,National Disability Insurance Agency,National Disability Insurance Scheme,False
328,15,54251188,Multiple SAP Roles,,2021-10-07T06:13:59Z,"Looking to hire for multiple SAP positions, based in Adelaide. Remote work is an option.",Information & Communication Technology,Developers/Programmers,Contract/Temp,Adelaide,,,Modis,Modis,False
329,15,54150153,Solution / Integration Specialist,integration-specialist,2021-09-30T06:34:05Z,"Solutions Specialists; work in consulting; onsite with major enterprise clients to understand issues, identify gaps, and create solutions.",Information & Communication Technology,Architects,Full Time,Adelaide,,up to $150k package (inc. super) dep. on exp.,DWS,DWS Limited,False
330,16,54064770,Junior Product Designer,product-designer,2021-09-24T03:21:45Z,Support the delivery of web product initiatives within our cross-functional scrum teams ensuring a cohesive user experience,Design & Architecture,Industrial Design,Full Time,Adelaide,Adelaide SA 5000,Competitive salary with great culture and benefits,Sweat Pty Ltd,Sweat Pty Ltd,False
331,16,53941796,Senior Full Stack Developer,full-stack-developer,2021-09-16T01:59:17Z,Build and manage PointData's web infrastructure and contribute to the smooth delivery of projects.,Information & Communication Technology,Developers/Programmers,Full Time,Adelaide,Adelaide SA 5000,Attractive salary package,Robert Walters,Robert Walters,False
332,16,54295848,Senior Consultant: People Central,consultant,2021-10-11T03:30:31Z,"Joining the people team at UniSA, you will be able to make a direct and significant impact to our University’s most important asset, our people.",Human Resources & Recruitment,Consulting & Generalist HR,Full Time,Adelaide,Adelaide SA 5000,"Commencing salary: $90,234 pa plus 17% super",University of South Australia,University of South Australia,False
333,16,54072797,Senior Report Developer,report-developer,2021-09-24T09:50:53Z,Our client URGENTLY requires a Senior Report Developer for a 12 Months+ Contract in Darwin.,Information & Communication Technology,Developers/Programmers,Contract/Temp,Adelaide,,Contract Extensions Highly Likely ! Top $'s Paid !,Quality People,Quality People,False
334,16,54291700,Senior Consultant: Recruitment Central,recruitment-consultant,2021-10-11T01:30:32Z,"Joining the people team at UniSA, you will be able to make a direct and significant impact to our University’s most important asset, our people.",Human Resources & Recruitment,Recruitment - Internal,Full Time,Adelaide,Adelaide SA 5000,"Commencement Salary: $90,234 pa (plus 17% super)",University of South Australia,University of South Australia,False
335,16,54091734,PhD Student - Multiple Myeloma Research,,2021-09-27T06:27:53Z,PhD Scholarship for Multiple Myeloma Research,Education & Training,Research & Fellowships,Full Time,Adelaide,Bedford Park SA 5042,,Flinders University of South Australia,Flinders University,False
336,16,54291704,Consultant: Workplace Transformation,consultant,2021-10-11T01:30:33Z,"Joining the people team at UniSA, you will be able to make a direct and significant impact to our University’s most important asset, our people",Education & Training,Other,Full Time,Adelaide,Adelaide SA 5000,"Commencement Salary: $90,234 pa (plus 17% super)",University of South Australia,University of South Australia,False
337,16,54291701,Senior Consultant: Recruitment Central,recruitment-consultant,2021-10-11T01:30:32Z,"Joining the people team at UniSA, you will be able to make a direct and significant impact to our University’s most important asset, our people.",Education & Training,Other,Full Time,Adelaide,Adelaide SA 5000,"Commencement Salary: $90,234 pa (plus 17% super)",University of South Australia,University of South Australia,False
338,16,54031656,Research Grants Officer,research-grants-officer,2021-09-22T06:02:26Z,Delivering high level administrative support to researchers at a world-class University focussing on Australian Research Council grants and tenders.,Education & Training,Research & Fellowships,Part Time,Adelaide,Bedford Park SA 5042,"$81,377 - $86,765 +Superannuation",Flinders University of South Australia,Flinders University,False
339,16,54083216,Graduate Speech Pathologist,speech-pathologist,2021-09-27T01:19:47Z,"Are you a new Graduate, or has your first role not met your expectations? Join National 360’s industry leading 12-month Graduate Program.",Healthcare & Medical,Speech Therapy,Full Time,Adelaide,,"$86,060 Salary Package",National 360,National 360,False
340,16,54079583,System Architect,systems-architect,2021-09-26T23:10:29Z,In this role you will have the opportunity to define the overall system architecture and deliver functional capability to several critical defence ...,Information & Communication Technology,Architects,Full Time,Adelaide,,,BAE Systems,BAE Systems,False
341,16,54151390,Coordinators - Operational Science and Technology (Several Roles),coordinator,2021-09-30T07:16:21Z,"The Operational Technology portfolio provides end to end solutions, advice, cyber security and infrastructure that underpins AFP activities.",Government & Defence,Government - Federal,Full Time,Adelaide,Adelaide SA 5000,"$150,339 - $198,377 per annum, plus 15.4% super",Australian Federal Police,AUSTRALIAN FEDERAL POLICE,False
342,16,54150842,Coordinators - Operational Science and Technology (Several Roles),coordinator,2021-09-30T06:57:59Z,"The Operational Technology portfolio provides end to end solutions, advice, cyber security and infrastructure that underpins AFP activities.",Government & Defence,Government - Federal,Full Time,Adelaide,Adelaide SA 5000,"$150,339 - $198,377 per annum, plus 15.4% super",Australian Federal Police,AUSTRALIAN FEDERAL POLICE,False
343,16,54151480,Coordinators - Operational Science and Technology (Several Roles),coordinator,2021-09-30T07:20:05Z,"The Operational Technology portfolio provides end to end solutions, advice, cyber security and infrastructure that underpins AFP activities.",Government & Defence,Government - Federal,Full Time,Adelaide,Adelaide SA 5000,"$150,339 - $198,377 per annum, plus 15.4% super",Australian Federal Police,AUSTRALIAN FEDERAL POLICE,False
344,16,54151103,Coordinators - Operational Science and Technology (Several Roles),coordinator,2021-09-30T07:06:02Z,"The Operational Technology portfolio provides end to end solutions, advice, cyber security and infrastructure that underpins AFP activities.",Government & Defence,Government - Federal,Full Time,Adelaide,Adelaide SA 5000,"$150,339 - $198,377 per annum, plus 15.4% super",Australian Federal Police,AUSTRALIAN FEDERAL POLICE,False
345,16,54151691,Coordinators - Operational Science and Technology (Several Roles),coordinator,2021-09-30T07:28:40Z,"The Operational Technology portfolio provides end to end solutions, advice, cyber security and infrastructure that underpins AFP activities.",Government & Defence,Government - Federal,Full Time,Adelaide,Adelaide SA 5000,"$150,339 - $198,377 per annum, plus 15.4% super",Australian Federal Police,AUSTRALIAN FEDERAL POLICE,False
346,16,54151249,Coordinators - Operational Science and Technology (Several Roles),coordinator,2021-09-30T07:12:20Z,"The Operational Technology portfolio provides end to end solutions, advice, cyber security and infrastructure that underpins AFP activities.",Government & Defence,Government - Federal,Full Time,Adelaide,Adelaide SA 5000,"$150,339 - $198,377 per annum, plus 15.4% super",Australian Federal Police,AUSTRALIAN FEDERAL POLICE,False
347,16,54151590,Coordinators - Operational Science and Technology (Several Roles),coordinator,2021-09-30T07:25:17Z,"The Operational Technology portfolio provides end to end solutions, advice, cyber security and infrastructure that underpins AFP activities.",Government & Defence,Government - Federal,Full Time,Adelaide,Adelaide SA 5000,"$150,339 - $198,377 per annum, plus 15.4% super",Australian Federal Police,AUSTRALIAN FEDERAL POLICE,False
348,16,54156765,Centre Manager- Advanced Defence Research in Robotics and Autonomous Systems,centre-manager,2021-09-30T23:17:36Z,Take on the responsibility of linking key institutions so as to provide a means for Defence researchers to engage and collaborate with academia.,Education & Training,Management - Universities,Full Time,Adelaide,,An attractive remuneration package,The University of Adelaide,The University of Adelaide,False
349,16,54215768,"Senior Advisory, Treasury Services",,2021-10-05T23:07:01Z,SAFA is seeking someone with significant experience in undertaking financial analysis to assist with the delivery of SAFA’s ESG Framework.,Government & Defence,Government - State,Contract/Temp,Adelaide,Adelaide SA 5000,,Department of Treasury & Finance SA,Department of Treasury and Finance,False
350,16,54276509,Product Manager,product-manager,2021-10-08T07:39:16Z,"Use your creativity and analysis skills to define new product features; shape existing user experiences in a dynamic, collaborative team environment.",Information & Communication Technology,Product Management & Development,Full Time,Adelaide,Dulwich SA 5065,Attractive salary + great location,Ascender,Ascender,False
351,16,54032939,Test & Evaluation Integration Specialist,integration-specialist,2021-09-22T06:47:06Z,An opportunity exists for Test and Evaluation Engineers to become a part of Boeing Defence Australia (BDA).,Engineering,Other,Full Time,Adelaide,,Permanent role. Benefits. Annual bonus.,Boeing,Boeing Defence Australia,False
352,17,53941796,Senior Full Stack Developer,full-stack-developer,2021-09-16T01:59:17Z,Build and manage PointData's web infrastructure and contribute to the smooth delivery of projects.,Information & Communication Technology,Developers/Programmers,Full Time,Adelaide,Adelaide SA 5000,Attractive salary package,Robert Walters,Robert Walters,False
353,17,53938863,Senior Product Manager,product-manager,2021-09-16T00:25:16Z,Unique opportunity for a Senior Product Manager to align themselves with an exciting new start-up that has been profitable from their first...,Information & Communication Technology,Product Management & Development,Full Time,Adelaide,,Attractive Salary Package,Robert Walters,Robert Walters,False
354,17,54258979,Microsoft Dynamics 365 Support Specialist,support-specialist,2021-10-07T23:36:52Z,Data#3 is looking for someone passionate about Dynamics 365 to join our growing practice and expand their career.,Information & Communication Technology,Developers/Programmers,Full Time,Adelaide,Adelaide SA 5000,,Data#3,Data#3 Limited,False
355,17,54274384,Datacom is HIRING! Customer Service Representatives,customer-service-representative-csr,2021-10-08T06:15:34Z,Multiple Customer Service opportunities available in Adelaide! In this critical role you will provide essential services to the Australian public.,Call Centre & Customer Service,Customer Service - Call Centre,Full Time,Adelaide,Adelaide SA 5000,$45k + Super + Bonus + Benefits,Datacom,Datacom,False
356,17,54273852,Chief Information Officer,chief-information-officer,2021-10-08T06:00:58Z,Significant CIO executive leadership role driving the digital transformation strategy for Australia’s University of Enterprise - UniSA.,Information & Communication Technology,Management,Full Time,Adelaide,,,University of South Australia,University of South Australia,False
357,17,54026670,Evaluation Coordinator (Heaslip Fellow),Evaluation-Coordinator,2021-09-22T03:21:33Z,*Showcase your expertise by contributing towards innovative projects and process improvements within the College of Medicine and Public Health.,Education & Training,Teaching - Tertiary,Contract/Temp,Adelaide,Bedford Park SA 5042,$110238 - $110971 p.a.,Flinders University of South Australia,Flinders University,False
358,17,53625270,Police Officer,police-officer,2021-09-23T06:16:07Z,"Uphold the law; prevent crime, assist the public in emergency situations; co-ordinate and manage responses to emergencies; regulate road use",Government & Defence,Police & Corrections,Full Time,Adelaide,Adelaide SA 5000,"Police Cadet $59,723 pa",South Australia Police,South Australia Police,False
359,17,54163641,Strategic Workforce Planner,workforce-planner,2021-10-01T02:50:12Z,Our State Government client is currently seeking a Strategic Workforce Planner to join their Workforce Services team in Adelaide.,Human Resources & Recruitment,Consulting & Generalist HR,Contract/Temp,Adelaide,,$65 - $70 p.h. + Super,Randstad,HR Partners - Adelaide,False
360,17,54025657,Test Analyst,testing-analyst,2021-09-22T02:44:20Z,An opportunity to join a fast-paced organisation in the HVAC industry.,"Manufacturing, Transport & Logistics",Other,Contract/Temp,Adelaide,,$500 - $550 p.d. +  Super,Randstad,Randstad Technologies,False
361,17,54309391,Senior Accountant - Reporting,accountant,2021-10-11T23:23:20Z,Bring your analytical and business partnering skill to support the allocated business units and tie stories with numbers,Banking & Financial Services,Analysis & Reporting,Full Time,Adelaide,Adelaide SA 5000,,BAE Systems,BAE Systems,False
362,17,54274927,Project Officer: Defence and Space,project-officer,2021-10-08T06:30:29Z,A key support role to deliver a University wide strategy for the delivery of research & education outcomes in defence & space sectors.,Education & Training,Other,Full Time,Adelaide,,,University of South Australia,University of South Australia,False
363,17,54150913,SAP Finance Specialist,finance-specialist,2021-09-30T07:00:17Z,"Participate in new implementations, developed with the latest technology and tools",Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Adelaide SA 5000,Collaborative team environment,GFG Alliance,GFG Alliance,False
364,17,53934142,Solidworks Systems Administration,administration,2021-09-15T11:02:47Z,"Our Customer is looking for an experienced Solidworks user to manage new product development systems, database & interface development, staff training",Engineering,Systems Engineering,Full Time,Adelaide,,Depending on experience,,Altissimo Consultancy Pty Ltd,False
365,17,54061043,Playford Professor of Business Growth,professor,2021-09-24T01:01:08Z,This important new position of Playford Professor of Business Growth will lead strategic development of the Australian Centre for Business Growth,Consulting & Strategy,Other,Full Time,Adelaide,Adelaide SA 5000,,University of South Australia,University of South Australia,False
366,17,54050956,Manager Financial Compliance and Analytics,manager,2021-09-23T05:50:15Z,All things you love about technical finance & accounting are right here in this role and more! An exciting 12 month opportunity is now available.,Banking & Financial Services,Compliance & Risk,Full Time,Adelaide,Adelaide SA 5000,,,People's Choice,False
367,17,54234534,Online Tutors Needed,tutor,2021-10-06T21:13:08Z,"Cluey Learning is looking for Online Tutors to assist students in Years 2-12 in English, Maths and Chemistry across Australia",Education & Training,Tutoring,Casual/Vacation,Adelaide,,$25/h + super,Cluey Learning,Cluey Learning,False
368,17,54151102,Coordinators - Operational Science and Technology (Several Roles),coordinator,2021-09-30T07:06:01Z,"The Operational Technology portfolio provides end to end solutions, advice, cyber security and infrastructure that underpins AFP activities.",Information & Communication Technology,Management,Full Time,Adelaide,Adelaide SA 5000,"$150,339 - $198,377 per annum, plus 15.4% super",Australian Federal Police,AUSTRALIAN FEDERAL POLICE,False
369,17,54151388,Coordinators - Operational Science and Technology (Several Roles),coordinator,2021-09-30T07:16:21Z,"The Operational Technology portfolio provides end to end solutions, advice, cyber security and infrastructure that underpins AFP activities.",Information & Communication Technology,Product Management & Development,Full Time,Adelaide,Adelaide SA 5000,"$150,339 - $198,377 per annum, plus 15.4% super",Australian Federal Police,AUSTRALIAN FEDERAL POLICE,False
370,17,54250820,Test Manager,test-manager,2021-10-07T06:02:49Z,Lead the overall testing function for RAA's Member Management Program to ensure a quality product is delivered and meets the program scope,Information & Communication Technology,Testing & Quality Assurance,Contract/Temp,Adelaide,Mile End SA 5031,WFH opportunities,RAA,RAA,False
371,17,54069752,Graduate Audit Analyst (Financial Audit) - Graduate register,audit-analyst,2021-09-24T06:14:30Z,Register your interest for a Graduate Audit Analyst (Financial Audit) role,Accounting,Audit - External,Full Time,Adelaide,Adelaide SA 5000,"$55,315 - $59,503",Auditor General's Department SA,Auditor-General's Department,False
372,17,54157048,"DIRECTOR, ECONOMIC STRATEGY",director,2021-09-30T23:31:19Z,Provide leadership and high quality economic and strategic advice on key issues that affect South Australia’s future prosperity.,Government & Defence,Government - State,Full Time,Adelaide,Adelaide SA 5000,,Department of the Premier & Cabinet SA,Department of the Premier and Cabinet,False
373,17,53884357,ProjectWise Administrator,administration-officer,2021-09-13T02:36:16Z,Unique opportunity for a ProjectWise Administrator to join our team and work on a diverse portfolio of projects.,Information & Communication Technology,Networks & Systems Administration,Full Time,Adelaide,,,Aurecon,Aurecon,False
374,18,53984709,Senior .NET Developer,.net-software-developer,2021-09-20T01:33:13Z,Showcase your .NET Developer experience in our client-facing consulting environment. Build solutions at scale for out great Tier 1 enterprise clients!,Information & Communication Technology,Developers/Programmers,Full Time,Adelaide,,up to $150K pkg (inc super) dep. on exp.,DWS,DWS Limited,False
375,18,53941796,Senior Full Stack Developer,full-stack-developer,2021-09-16T01:59:17Z,Build and manage PointData's web infrastructure and contribute to the smooth delivery of projects.,Information & Communication Technology,Developers/Programmers,Full Time,Adelaide,Adelaide SA 5000,Attractive salary package,Robert Walters,Robert Walters,False
376,18,53625271,Police Officer,police-officer,2021-09-23T06:16:07Z,"Uphold the law; prevent crime, assist the public in emergency situations; co-ordinate and manage responses to emergencies; regulate road use",Government & Defence,Government - State,Full Time,Adelaide,Adelaide SA 5000,"Police Cadet $59,723 pa",South Australia Police,South Australia Police,False
377,18,54137977,Business Advisor (Finance &Accounting),business-adviser,2021-09-30T00:04:26Z,"Expert business analysis and advisory for SAPOL’s Physical Assets Branch, detailed budget and financial management and strategic business advisory.",Accounting,Management Accounting & Budgeting,Full Time,Adelaide,Adelaide SA 5000,"$80,830- $89,897",South Australia Police,South Australia Police,False
378,18,54213829,Functional Consultant - Payroll systems,functional-consultant,2021-10-05T21:45:12Z,Are you a Lead Consultant for an ERP Solution? Are you looking to join a business that is rapidly growing?,Information & Communication Technology,Consultants,Full Time,Adelaide,Adelaide SA 5000,"$85,000 - $99,999",Klugo,Klugo,False
379,18,54157859,Payroll Technical Specialist,technical-specialist,2021-10-01T00:00:27Z,Oversee high level operational outcomes driven by projects and service delivery requirements,Accounting,Payroll,Full Time,Adelaide,Adelaide SA 5000,,Serco,Serco Asia Pacific,False
380,18,53955984,Success Factor Consultant,consultant,2021-09-16T23:30:05Z,Our client is a leader in consulting with a client based spread across Australia. They are currently seeking to hire a Success Factors Consultant.,Information & Communication Technology,Engineering - Software,Full Time,Adelaide,Adelaide SA 5000,Attractive,Paxus,Paxus,False
381,18,54278242,Consultant Radiologist,consultant-radiologist,2021-10-08T18:31:08Z,You will be responsible for assisting in the provision of general Medical Imaging services at Flinders Medical Centre.,Government & Defence,Government - State,Full Time,Adelaide,,,Flinders Medical Centre,S.A. Health,False
382,18,54101299,People and Change Advisor,change-adviser,2021-09-28T01:25:45Z,Join a diverse team of professionals within Aurecon's People and Change Advisory team who share the same fascination for human behaviour.,Consulting & Strategy,Other,Full Time,Adelaide,,"Brisbane, Adelaide, Canberra, Melbourne or Sydney",Aurecon,Aurecon,False
383,18,54101391,People and Change Advisor,change-adviser,2021-09-28T01:28:20Z,Join a diverse team of professionals within Aurecon's People and Change Advisory team who share the same fascination for human behaviour.,Consulting & Strategy,Other,Full Time,Adelaide,,"Brisbane, Adelaide, Canberra, Melbourne or Sydney",Aurecon,Aurecon,False
384,18,54215717,Records & Information Specialist,information-specialist,2021-10-05T23:04:48Z,Exciting opportunity for an experienced Records & Information Specialist to join an innovate and growing organisation,Government & Defence,Government - State,Full Time,Adelaide,Adelaide SA 5000,,Lifetime Support Authority,Lifetime Support Authority,False
385,18,53966240,Test Automation Analyst - Smartbear/SQL/CICD - based in Darwin,test-automation-analyst_2,2021-09-17T04:47:05Z,"Organisation based in Darwin and delivering very complex, high value, and / or high-risk ICT programs and multi-year digital transformation initiativ",Information & Communication Technology,Testing & Quality Assurance,Contract/Temp,Adelaide,,Excellent Rate,Harvey Nash,Harvey Nash,False
386,18,53875955,SEM Specialist (Adelaide or Remote),search-engine-marketing-specialist,2021-09-12T08:45:21Z,"Do you want to manage ad spend for brands in Australia and US, while working at an agency that doesn’t expect you to work 60+ hour weeks?",Marketing & Communications,Digital & Search Marketing,Full Time,Adelaide,Port Adelaide SA 5015,"$50,000 - $89,999 plus super",Refuel Creative,Refuel Creative,False
387,18,53947361,Support Consultant,support-consultant,2021-09-16T05:29:36Z,Software manufacturer requires a software Support Consultant with experience in handling customer support calls. Excellent customer service skills,Information & Communication Technology,Help Desk & IT Support,Full Time,Adelaide,Adelaide SA 5000,"$65,000 - $80,000 pa + super",,Private Advertiser,True
388,18,54042785,"Solutions Architect - HL7, SNOMED-CT, eHealth - based in Darwin",solutions-architect,2021-09-23T01:34:34Z,"Solution Architect for Multi-year Transformation Program responsible for the architecture, design and implementation of medical device-enablement.",Information & Communication Technology,Architects,Contract/Temp,Adelaide,,Excellent Rate,Harvey Nash,Harvey Nash,False
389,18,53963660,TEST ANALYST - 6 Month Contract,testing-analyst,2021-09-17T03:43:42Z,Excellent opportunity for an experienced Test Analyst to join a successful air-conditioning company on a 6 month contract. Apply today!,Information & Communication Technology,Testing & Quality Assurance,Contract/Temp,Adelaide,Gepps Cross SA 5094,,Polyaire,Polyaire Airconditioning Products,False
390,18,53966651,Senior Test Engineers (Permanent and Fixed term Contracts),testing-engineer,2021-09-17T04:58:23Z,We are looking for multiple Test Engineers/Test Analyst for permanent and fixed term contracts...,Information & Communication Technology,Testing & Quality Assurance,Full Time,Adelaide,Adelaide SA 5000,,Talent International,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,False
391,18,54099417,Solution Architect,solutions-architect,2021-09-28T00:23:48Z,"Join a high performing, national team in this challenging and dynamic role as Solution Architect!",Information & Communication Technology,Other,Full Time,Adelaide,,,Datacom,Datacom,False
392,18,54151589,Coordinators - Operational Science and Technology (Several Roles),coordinator,2021-09-30T07:25:17Z,"The Operational Technology portfolio provides end to end solutions, advice, cyber security and infrastructure that underpins AFP activities.",Information & Communication Technology,Telecommunications,Full Time,Adelaide,Adelaide SA 5000,"$150,339 - $198,377 per annum, plus 15.4% super",Australian Federal Police,AUSTRALIAN FEDERAL POLICE,False
393,18,53782443,Intermediate Test Analyst,testing-analyst,2021-09-06T00:35:36Z,We are searching for an Intermediate Level Tester with a few years of experience to join the Adelaide team.,Information & Communication Technology,Testing & Quality Assurance,Full Time,Adelaide,Adelaide SA 5000,,DXC Technology,DXC Technology Australia & New Zealand,False
394,18,53949372,Digital Marketing Specialist,digital-marketing-specialist,2021-09-16T08:59:21Z,Become a key driver in our digital journey across a diverse and growing selection of machines and markets,Marketing & Communications,Digital & Search Marketing,Full Time,Adelaide,North Plympton SA 5037,"$60,000 - $79,999",,Leda Machinery (Aust) Pty Ltd,False
395,18,53986003,Systems Training Officers (Health Care) - based in Darwin,training-officer,2021-09-20T02:16:43Z,Systems Training Officers required by enterprise organisation to provide contemporary training and support to users of a new TrakCare system,Information & Communication Technology,Other,Contract/Temp,Adelaide,,Excellent Rate,Harvey Nash,Harvey Nash,False
396,19,53939718,Digital Marketing Officer,digital-marketing-officer,2021-09-16T00:50:20Z,"Apply your design, social media and digital skills and we'll help you expand them while we grow pointData's product reach and revenues…",Marketing & Communications,Direct Marketing & CRM,Full Time,Adelaide,,Attractive Salary Package,Robert Walters,Robert Walters,False
397,19,53987710,Help Create a World Class Procurement Function,procurement,2021-09-20T03:14:17Z,Year-on-year growth. Ambitious plans for the future. Secure employment. Develop a best of class procurement function. Make the drive. Make the move.,"Manufacturing, Transport & Logistics","Purchasing, Procurement & Inventory",Full Time,Adelaide,Adelaide SA 5000,,Antero HR,antero HR,False
398,19,54051244,Presales Consultant - Property & Rating (Remote based position),presales-consultant,2021-09-23T05:57:15Z,"Our Authority Enterprise suite is evolving, and we’re searching for a Presales Consultant to drive the growth and vision of this product!",Government & Defence,Government - Local,Full Time,Adelaide,,,Civica,Civica International Pty Ltd,False
399,19,54017832,Graduate Cost Accountant,cost-accountant,2021-09-21T14:24:08Z,Rare opportunity for an Accounting Graduate to join an iconic SA organisation in this key role. Located Salisbury South SA.,Accounting,Cost Accounting,Full Time,Adelaide,Salisbury SA 5108,,Bickford's Australia,Bickford's Australia,False
400,19,54152492,Solution Architect,solutions-architect,2021-09-30T08:14:46Z,Excellent permanent opportunity to lead Architecture function at one of Australia’s largest customer owned banks.,Information & Communication Technology,Architects,Full Time,Adelaide,Adelaide SA 5000,,Hays Recruitment,Hays Technology,False
401,19,54111996,"Platform Owner, Salesforce",Owner,2021-09-28T07:12:22Z,A great opportunity is now available for an experienced Platform Owner to join the Digital and Technology Team at People’s Choice!,Information & Communication Technology,Product Management & Development,Full Time,Adelaide,Adelaide SA 5000,,,People's Choice,False
402,19,54153865,Senior Solution  Architects or  Solution Architects,solutions-architect,2021-09-30T11:52:41Z,Long-term and exciting projects available for a well-known brand in Australia!,Information & Communication Technology,Architects,Contract/Temp,Adelaide,,,FinXL IT Professional Services,FinXL IT Professional Services,False
403,19,54257041,Manager - Digital and Tech Risk (Tech Assurance),digital-manager,2021-10-07T22:30:21Z,"Join us if you have technical experience in assessment of risks, IT general controls, Control framework and IDAM.",Information & Communication Technology,Management,Full Time,Adelaide,Adelaide SA 5000,,Deloitte,Deloitte,False
404,19,54109005,SAP ISU Market Interaction Consultant,consultant,2021-09-28T05:31:37Z,"As a Market interaction functional consultant, he would be taking a lead in supporting the solution, responding to incidents and coordinating with ...",Information & Communication Technology,Consultants,Full Time,Adelaide,,,Capgemini,Capgemini Australia Pty Ltd,False
405,19,54072754,Solution Architect - Health,solutions-architect,2021-09-24T09:39:37Z,Our client URGENTLY requires a Solution Architect - Health for a 12 months+ Contract in Darwin.,Information & Communication Technology,Architects,Contract/Temp,Adelaide,,Top $'s Paid ! Contract Extensions likely !,Quality People,Quality People,False
406,19,54059746,Senior Consultant (Asbestos/Hazardous Materials),consultant,2021-09-24T00:07:51Z,Successful SA family business has an opportunity for an experienced Asbestos Consultant to join their team - where you can really make a difference!,Science & Technology,"Environmental, Earth & Geosciences",Full Time,Adelaide,Adelaide SA 5000,,The HR Room,The HR Room,False
